hour,day_of_week,weather,road_type,speed_limit,is_rush_hour,is_night,is_weekend,weather_risk,road_risk,speed_risk,risk_level
18,Saturday,Fine,Rural road,40,1,0,1,0,3,0,Medium
22,Saturday,Fine,Single carriageway,80,0,1,1,0,2,2,High
14,Friday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
1,Thursday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
1,Friday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
22,Wednesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
21,Thursday,Fine,Rural road,30,0,0,0,0,3,0,Low
18,Wednesday,Cloudy,Rural road,80,1,0,0,1,3,2,High
21,Friday,Rainy,Single carriageway,50,0,0,0,2,2,1,Medium
21,Sunday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
16,Saturday,Fine,Roundabout,50,0,0,1,0,2,1,Low
19,Wednesday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
9,Thursday,Fine,Rural road,40,1,0,0,0,3,0,Medium
5,Thursday,Fine,One way street,80,0,1,0,0,1,2,Medium
14,Wednesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
21,Thursday,Rainy,Rural road,60,0,0,0,2,3,1,High
10,Saturday,Fine,Roundabout,30,1,0,1,0,2,0,Low
4,Sunday,Cloudy,Dual carriageway,50,0,1,1,1,1,1,Medium
0,Saturday,Fine,Single carriageway,40,0,1,1,0,2,0,Medium
7,Thursday,Fine,Rural road,80,0,0,0,0,3,2,Medium
20,Wednesday,Fine,Roundabout,30,1,0,0,0,2,0,Low
11,Friday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
11,Thursday,Fine,One way street,60,0,0,0,0,1,1,Low
4,Thursday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
6,Thursday,Fine,Rural road,80,0,0,0,0,3,2,Medium
3,Thursday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
5,Wednesday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
12,Friday,Rainy,Single carriageway,30,0,0,0,2,2,0,Medium
19,Friday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
14,Monday,Fine,Rural road,30,0,0,0,0,3,0,Low
2,Thursday,Fine,One way street,40,0,1,0,0,1,0,Low
22,Thursday,Rainy,Dual carriageway,50,0,1,0,2,1,1,High
7,Monday,Fine,One way street,60,0,0,0,0,1,1,Low
19,Friday,Fine,Rural road,30,1,0,0,0,3,0,Medium
15,Tuesday,Fine,Roundabout,50,0,0,0,0,2,1,Low
12,Saturday,Fine,Roundabout,80,0,0,1,0,2,2,Medium
17,Tuesday,Fine,Rural road,60,1,0,0,0,3,1,Medium
9,Friday,Rainy,One way street,30,1,0,0,2,1,0,Medium
18,Sunday,Rainy,Dual carriageway,80,1,0,1,2,1,2,High
16,Thursday,Fine,Rural road,50,0,0,0,0,3,1,Medium
23,Tuesday,Fine,Rural road,40,0,1,0,0,3,0,Medium
18,Wednesday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
22,Wednesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
4,Monday,Rainy,Roundabout,40,0,1,0,2,2,0,High
20,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
22,Friday,Fine,One way street,80,0,1,0,0,1,2,Medium
8,Tuesday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
11,Thursday,Cloudy,Rural road,30,0,0,0,1,3,0,Medium
20,Friday,Fine,Dual carriageway,40,1,0,0,0,1,0,Low
0,Tuesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
0,Tuesday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
14,Saturday,Fine,Roundabout,50,0,0,1,0,2,1,Low
1,Saturday,Rainy,Dual carriageway,60,0,1,1,2,1,1,High
21,Friday,Fine,Roundabout,30,0,0,0,0,2,0,Low
15,Tuesday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
7,Monday,Fine,Rural road,50,0,0,0,0,3,1,Medium
12,Monday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
20,Saturday,Fine,One way street,50,1,0,1,0,1,1,Low
0,Friday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
15,Thursday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
6,Sunday,Cloudy,Single carriageway,60,0,0,1,1,2,1,Medium
4,Monday,Cloudy,Roundabout,40,0,1,0,1,2,0,Medium
21,Monday,Rainy,Roundabout,50,0,0,0,2,2,1,Medium
22,Saturday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
2,Saturday,Fine,One way street,40,0,1,1,0,1,0,Low
11,Friday,Rainy,Single carriageway,30,0,0,0,2,2,0,Medium
15,Saturday,Fine,Rural road,40,0,0,1,0,3,0,Low
18,Wednesday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
4,Sunday,Cloudy,One way street,60,0,1,1,1,1,1,Medium
21,Tuesday,Fine,One way street,40,0,0,0,0,1,0,Low
13,Monday,Fine,Roundabout,40,0,0,0,0,2,0,Low
4,Wednesday,Cloudy,Dual carriageway,50,0,1,0,1,1,1,Medium
14,Thursday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
16,Wednesday,Fine,Roundabout,50,0,0,0,0,2,1,Low
13,Friday,Fine,Rural road,50,0,0,0,0,3,1,Medium
19,Thursday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
4,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
11,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
15,Wednesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
15,Friday,Rainy,Rural road,50,0,0,0,2,3,1,High
20,Monday,Cloudy,One way street,50,1,0,0,1,1,1,Medium
6,Sunday,Cloudy,Roundabout,60,0,0,1,1,2,1,Medium
3,Saturday,Fine,Rural road,40,0,1,1,0,3,0,Medium
0,Wednesday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
4,Monday,Foggy,One way street,60,0,1,0,2,1,1,High
22,Wednesday,Fine,One way street,40,0,1,0,0,1,0,Low
9,Saturday,Fine,Rural road,80,1,0,1,0,3,2,High
21,Monday,Fine,Rural road,40,0,0,0,0,3,0,Low
4,Saturday,Rainy,One way street,50,0,1,1,2,1,1,High
3,Wednesday,Rainy,Rural road,50,0,1,0,2,3,1,High
1,Thursday,Fine,Rural road,30,0,1,0,0,3,0,Medium
19,Sunday,Rainy,Rural road,60,1,0,1,2,3,1,High
9,Tuesday,Fine,Rural road,30,1,0,0,0,3,0,Medium
18,Sunday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
0,Thursday,Cloudy,One way street,50,0,1,0,1,1,1,Medium
23,Saturday,Rainy,One way street,30,0,1,1,2,1,0,Medium
4,Sunday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
12,Saturday,Fine,Roundabout,40,0,0,1,0,2,0,Low
3,Saturday,Cloudy,Dual carriageway,80,0,1,1,1,1,2,High
15,Monday,Cloudy,Rural road,80,0,0,0,1,3,2,High
23,Friday,Rainy,Rural road,80,0,1,0,2,3,2,High
15,Saturday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
22,Sunday,Rainy,Single carriageway,40,0,1,1,2,2,0,High
1,Sunday,Foggy,Single carriageway,60,0,1,1,2,2,1,High
16,Sunday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
19,Thursday,Cloudy,Single carriageway,80,1,0,0,1,2,2,High
23,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
11,Saturday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
17,Saturday,Fine,Single carriageway,30,1,0,1,0,2,0,Low
2,Saturday,Fine,Single carriageway,60,0,1,1,0,2,1,Medium
0,Monday,Fine,One way street,50,0,1,0,0,1,1,Medium
0,Saturday,Rainy,Single carriageway,60,0,1,1,2,2,1,High
18,Thursday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
10,Wednesday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
4,Friday,Rainy,Rural road,60,0,1,0,2,3,1,High
11,Sunday,Fine,Rural road,40,0,0,1,0,3,0,Low
2,Saturday,Fine,Single carriageway,30,0,1,1,0,2,0,Medium
0,Monday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
0,Thursday,Fine,Rural road,30,0,1,0,0,3,0,Medium
7,Saturday,Fine,Roundabout,80,0,0,1,0,2,2,Medium
9,Monday,Cloudy,Dual carriageway,30,1,0,0,1,1,0,Low
10,Wednesday,Fine,One way street,80,1,0,0,0,1,2,Medium
11,Tuesday,Cloudy,Rural road,50,0,0,0,1,3,1,Medium
12,Saturday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
11,Thursday,Fine,One way street,50,0,0,0,0,1,1,Low
13,Monday,Cloudy,Single carriageway,80,0,0,0,1,2,2,Medium
1,Monday,Cloudy,Dual carriageway,80,0,1,0,1,1,2,High
18,Saturday,Fine,Dual carriageway,40,1,0,1,0,1,0,Low
17,Monday,Fine,Rural road,40,1,0,0,0,3,0,Medium
2,Tuesday,Fine,One way street,30,0,1,0,0,1,0,Low
22,Monday,Fine,One way street,40,0,1,0,0,1,0,Low
16,Sunday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
7,Friday,Cloudy,Single carriageway,40,0,0,0,1,2,0,Low
9,Sunday,Fine,Rural road,30,1,0,1,0,3,0,Medium
1,Friday,Cloudy,Roundabout,60,0,1,0,1,2,1,High
18,Monday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
8,Saturday,Fine,Dual carriageway,60,1,0,1,0,1,1,Low
6,Friday,Fine,Rural road,50,0,0,0,0,3,1,Medium
3,Thursday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
20,Friday,Rainy,One way street,40,1,0,0,2,1,0,Medium
17,Sunday,Fine,Dual carriageway,60,1,0,1,0,1,1,Low
12,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
10,Saturday,Cloudy,Rural road,40,1,0,1,1,3,0,Medium
23,Wednesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
3,Saturday,Fine,One way street,40,0,1,1,0,1,0,Low
20,Saturday,Fine,Dual carriageway,80,1,0,1,0,1,2,Medium
3,Saturday,Cloudy,Rural road,80,0,1,1,1,3,2,High
9,Thursday,Foggy,One way street,80,1,0,0,2,1,2,High
4,Tuesday,Rainy,Single carriageway,60,0,1,0,2,2,1,High
8,Sunday,Fine,Roundabout,60,1,0,1,0,2,1,Medium
23,Monday,Foggy,Dual carriageway,30,0,1,0,2,1,0,Medium
2,Tuesday,Fine,One way street,50,0,1,0,0,1,1,Medium
16,Wednesday,Fine,Roundabout,40,0,0,0,0,2,0,Low
2,Tuesday,Cloudy,Roundabout,50,0,1,0,1,2,1,High
15,Monday,Fine,One way street,60,0,0,0,0,1,1,Low
3,Sunday,Fine,One way street,40,0,1,1,0,1,0,Low
17,Sunday,Fine,One way street,60,1,0,1,0,1,1,Low
16,Monday,Fine,Rural road,30,0,0,0,0,3,0,Low
6,Wednesday,Cloudy,Single carriageway,40,0,0,0,1,2,0,Low
23,Monday,Fine,Rural road,60,0,1,0,0,3,1,High
22,Wednesday,Fine,Roundabout,80,0,1,0,0,2,2,High
4,Wednesday,Fine,Roundabout,80,0,1,0,0,2,2,High
11,Monday,Rainy,Roundabout,60,0,0,0,2,2,1,Medium
16,Friday,Cloudy,One way street,50,0,0,0,1,1,1,Low
22,Sunday,Fine,Dual carriageway,30,0,1,1,0,1,0,Low
12,Wednesday,Foggy,Rural road,30,0,0,0,2,3,0,Medium
22,Monday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
2,Friday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
8,Sunday,Fine,Single carriageway,40,1,0,1,0,2,0,Low
16,Wednesday,Fine,Rural road,30,0,0,0,0,3,0,Low
16,Sunday,Cloudy,Roundabout,80,0,0,1,1,2,2,Medium
19,Friday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
15,Sunday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
21,Thursday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
12,Saturday,Rainy,One way street,80,0,0,1,2,1,2,Medium
18,Thursday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
16,Friday,Rainy,One way street,30,0,0,0,2,1,0,Low
3,Wednesday,Rainy,Rural road,80,0,1,0,2,3,2,High
11,Monday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
8,Tuesday,Fine,One way street,80,1,0,0,0,1,2,Medium
18,Monday,Fine,One way street,80,1,0,0,0,1,2,Medium
11,Sunday,Rainy,Rural road,50,0,0,1,2,3,1,High
8,Tuesday,Fine,Dual carriageway,60,1,0,0,0,1,1,Low
6,Tuesday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
13,Sunday,Fine,Rural road,60,0,0,1,0,3,1,Medium
19,Sunday,Fine,Dual carriageway,50,1,0,1,0,1,1,Low
18,Wednesday,Rainy,Rural road,50,1,0,0,2,3,1,High
14,Friday,Cloudy,Dual carriageway,40,0,0,0,1,1,0,Low
15,Monday,Rainy,Rural road,40,0,0,0,2,3,0,Medium
20,Friday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
4,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
2,Wednesday,Foggy,One way street,50,0,1,0,2,1,1,High
11,Wednesday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
19,Thursday,Rainy,Rural road,40,1,0,0,2,3,0,High
20,Monday,Fine,One way street,40,1,0,0,0,1,0,Low
3,Saturday,Fine,Single carriageway,30,0,1,1,0,2,0,Medium
20,Thursday,Cloudy,Dual carriageway,60,1,0,0,1,1,1,Medium
22,Monday,Foggy,Single carriageway,60,0,1,0,2,2,1,High
15,Tuesday,Rainy,Single carriageway,60,0,0,0,2,2,1,Medium
6,Sunday,Fine,Roundabout,80,0,0,1,0,2,2,Medium
12,Wednesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
20,Monday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
9,Friday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
6,Sunday,Cloudy,Roundabout,30,0,0,1,1,2,0,Low
13,Friday,Fine,Roundabout,50,0,0,0,0,2,1,Low
4,Sunday,Rainy,Rural road,30,0,1,1,2,3,0,High
2,Wednesday,Fine,Roundabout,80,0,1,0,0,2,2,High
22,Thursday,Cloudy,Rural road,60,0,1,0,1,3,1,High
10,Saturday,Fine,Dual carriageway,40,1,0,1,0,1,0,Low
10,Thursday,Fine,Rural road,30,1,0,0,0,3,0,Medium
17,Monday,Foggy,Dual carriageway,30,1,0,0,2,1,0,Medium
14,Thursday,Fine,Roundabout,40,0,0,0,0,2,0,Low
11,Wednesday,Rainy,Roundabout,30,0,0,0,2,2,0,Medium
8,Monday,Rainy,Dual carriageway,60,1,0,0,2,1,1,Medium
9,Tuesday,Cloudy,One way street,40,1,0,0,1,1,0,Low
11,Thursday,Fine,Rural road,40,0,0,0,0,3,0,Low
16,Thursday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
5,Saturday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
6,Monday,Fine,Rural road,40,0,0,0,0,3,0,Low
13,Friday,Fine,Rural road,60,0,0,0,0,3,1,Medium
12,Thursday,Fine,Roundabout,60,0,0,0,0,2,1,Low
7,Wednesday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
9,Thursday,Fine,Roundabout,40,1,0,0,0,2,0,Low
8,Saturday,Fine,Rural road,30,1,0,1,0,3,0,Medium
17,Tuesday,Fine,One way street,50,1,0,0,0,1,1,Low
1,Saturday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
4,Thursday,Cloudy,Roundabout,50,0,1,0,1,2,1,High
4,Friday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
5,Sunday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
18,Thursday,Fine,Rural road,30,1,0,0,0,3,0,Medium
7,Monday,Cloudy,Rural road,60,0,0,0,1,3,1,Medium
15,Thursday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
12,Friday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
0,Monday,Rainy,Rural road,40,0,1,0,2,3,0,High
21,Wednesday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
19,Monday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
16,Saturday,Fine,Roundabout,60,0,0,1,0,2,1,Low
6,Tuesday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
12,Saturday,Fine,Rural road,30,0,0,1,0,3,0,Low
3,Sunday,Foggy,Rural road,30,0,1,1,2,3,0,High
3,Monday,Fine,One way street,80,0,1,0,0,1,2,Medium
5,Wednesday,Rainy,Dual carriageway,40,0,1,0,2,1,0,Medium
18,Thursday,Fine,One way street,40,1,0,0,0,1,0,Low
11,Monday,Foggy,Roundabout,40,0,0,0,2,2,0,Medium
21,Saturday,Fine,One way street,80,0,0,1,0,1,2,Low
6,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
9,Monday,Fine,Rural road,60,1,0,0,0,3,1,Medium
18,Monday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
6,Wednesday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
2,Friday,Cloudy,Roundabout,40,0,1,0,1,2,0,Medium
12,Friday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
12,Monday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
17,Wednesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
19,Wednesday,Fine,One way street,80,1,0,0,0,1,2,Medium
7,Sunday,Foggy,Dual carriageway,50,0,0,1,2,1,1,Medium
8,Monday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
6,Saturday,Fine,Rural road,60,0,0,1,0,3,1,Medium
0,Saturday,Fine,One way street,80,0,1,1,0,1,2,Medium
2,Tuesday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
12,Monday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
16,Tuesday,Cloudy,Rural road,30,0,0,0,1,3,0,Medium
23,Saturday,Fine,Rural road,60,0,1,1,0,3,1,High
0,Saturday,Rainy,Single carriageway,80,0,1,1,2,2,2,High
5,Monday,Fine,Single carriageway,80,0,1,0,0,2,2,High
20,Tuesday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
5,Tuesday,Rainy,Roundabout,80,0,1,0,2,2,2,High
11,Monday,Fine,One way street,60,0,0,0,0,1,1,Low
12,Sunday,Cloudy,Dual carriageway,40,0,0,1,1,1,0,Low
12,Tuesday,Cloudy,One way street,40,0,0,0,1,1,0,Low
14,Sunday,Cloudy,Rural road,50,0,0,1,1,3,1,Medium
20,Thursday,Rainy,One way street,30,1,0,0,2,1,0,Medium
15,Saturday,Fine,One way street,50,0,0,1,0,1,1,Low
21,Friday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
20,Sunday,Fine,Rural road,30,1,0,1,0,3,0,Medium
10,Sunday,Cloudy,One way street,80,1,0,1,1,1,2,Medium
4,Sunday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
3,Wednesday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
2,Tuesday,Fine,One way street,40,0,1,0,0,1,0,Low
18,Tuesday,Rainy,Rural road,80,1,0,0,2,3,2,High
19,Wednesday,Cloudy,Dual carriageway,30,1,0,0,1,1,0,Low
17,Tuesday,Fine,Rural road,80,1,0,0,0,3,2,High
14,Wednesday,Fine,Rural road,50,0,0,0,0,3,1,Medium
8,Sunday,Fine,Rural road,50,1,0,1,0,3,1,Medium
16,Monday,Fine,Roundabout,50,0,0,0,0,2,1,Low
13,Thursday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
14,Sunday,Rainy,Rural road,50,0,0,1,2,3,1,High
0,Thursday,Foggy,Roundabout,60,0,1,0,2,2,1,High
20,Saturday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
21,Sunday,Fine,Roundabout,60,0,0,1,0,2,1,Low
21,Friday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
2,Tuesday,Fine,Roundabout,80,0,1,0,0,2,2,High
15,Friday,Fine,Rural road,30,0,0,0,0,3,0,Low
22,Monday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
10,Thursday,Fine,Roundabout,30,1,0,0,0,2,0,Low
11,Sunday,Cloudy,Rural road,40,0,0,1,1,3,0,Medium
9,Monday,Cloudy,Single carriageway,60,1,0,0,1,2,1,Medium
15,Monday,Fine,Rural road,40,0,0,0,0,3,0,Low
7,Tuesday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
5,Monday,Rainy,Roundabout,50,0,1,0,2,2,1,High
11,Sunday,Rainy,Dual carriageway,40,0,0,1,2,1,0,Low
23,Sunday,Fine,Rural road,80,0,1,1,0,3,2,High
20,Thursday,Fine,Rural road,40,1,0,0,0,3,0,Medium
7,Sunday,Fine,One way street,60,0,0,1,0,1,1,Low
3,Friday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
7,Thursday,Fine,One way street,30,0,0,0,0,1,0,Low
17,Tuesday,Fine,Dual carriageway,40,1,0,0,0,1,0,Low
4,Thursday,Fine,One way street,80,0,1,0,0,1,2,Medium
8,Wednesday,Fine,One way street,50,1,0,0,0,1,1,Low
3,Friday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
21,Wednesday,Rainy,Rural road,40,0,0,0,2,3,0,Medium
16,Wednesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
8,Saturday,Cloudy,Rural road,40,1,0,1,1,3,0,Medium
0,Sunday,Fine,Single carriageway,50,0,1,1,0,2,1,Medium
20,Tuesday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
19,Monday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
12,Wednesday,Fine,Rural road,30,0,0,0,0,3,0,Low
15,Thursday,Fine,One way street,80,0,0,0,0,1,2,Low
12,Monday,Fine,Rural road,40,0,0,0,0,3,0,Low
13,Thursday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
2,Thursday,Cloudy,Roundabout,50,0,1,0,1,2,1,High
5,Monday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
17,Monday,Cloudy,Rural road,60,1,0,0,1,3,1,High
18,Sunday,Fine,Rural road,80,1,0,1,0,3,2,High
4,Thursday,Fine,Rural road,30,0,1,0,0,3,0,Medium
14,Tuesday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
1,Sunday,Cloudy,Single carriageway,80,0,1,1,1,2,2,High
9,Friday,Foggy,Single carriageway,50,1,0,0,2,2,1,High
23,Saturday,Rainy,One way street,50,0,1,1,2,1,1,High
17,Friday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
12,Tuesday,Rainy,Roundabout,40,0,0,0,2,2,0,Medium
4,Sunday,Fine,One way street,80,0,1,1,0,1,2,Medium
22,Saturday,Rainy,Roundabout,40,0,1,1,2,2,0,High
23,Sunday,Fine,Roundabout,50,0,1,1,0,2,1,Medium
0,Monday,Fine,Rural road,60,0,1,0,0,3,1,High
21,Saturday,Fine,Roundabout,80,0,0,1,0,2,2,Medium
0,Thursday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
17,Friday,Cloudy,Dual carriageway,80,1,0,0,1,1,2,Medium
14,Saturday,Rainy,Rural road,50,0,0,1,2,3,1,High
16,Thursday,Fine,Rural road,60,0,0,0,0,3,1,Medium
10,Sunday,Cloudy,One way street,60,1,0,1,1,1,1,Medium
20,Tuesday,Cloudy,Rural road,80,1,0,0,1,3,2,High
21,Saturday,Fine,Single carriageway,60,0,0,1,0,2,1,Low
16,Thursday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
12,Sunday,Fine,One way street,50,0,0,1,0,1,1,Low
0,Sunday,Fine,Single carriageway,80,0,1,1,0,2,2,High
1,Sunday,Fine,Roundabout,80,0,1,1,0,2,2,High
8,Tuesday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
2,Monday,Fine,One way street,80,0,1,0,0,1,2,Medium
0,Tuesday,Fine,Rural road,50,0,1,0,0,3,1,High
20,Tuesday,Rainy,Dual carriageway,60,1,0,0,2,1,1,Medium
15,Friday,Fine,One way street,30,0,0,0,0,1,0,Low
22,Sunday,Fine,Single carriageway,60,0,1,1,0,2,1,Medium
5,Thursday,Fine,Single carriageway,80,0,1,0,0,2,2,High
16,Saturday,Fine,One way street,40,0,0,1,0,1,0,Low
4,Friday,Fine,One way street,60,0,1,0,0,1,1,Medium
4,Sunday,Fine,One way street,80,0,1,1,0,1,2,Medium
5,Wednesday,Fine,Rural road,50,0,1,0,0,3,1,High
2,Tuesday,Fine,One way street,80,0,1,0,0,1,2,Medium
20,Wednesday,Fine,Roundabout,30,1,0,0,0,2,0,Low
22,Sunday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
4,Friday,Cloudy,Dual carriageway,40,0,1,0,1,1,0,Medium
20,Thursday,Fine,Roundabout,40,1,0,0,0,2,0,Low
4,Friday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
9,Thursday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
9,Thursday,Cloudy,Single carriageway,60,1,0,0,1,2,1,Medium
18,Sunday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
16,Monday,Cloudy,Rural road,80,0,0,0,1,3,2,High
20,Sunday,Cloudy,Roundabout,30,1,0,1,1,2,0,Medium
13,Tuesday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
8,Friday,Fine,Roundabout,30,1,0,0,0,2,0,Low
13,Thursday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
0,Sunday,Fine,Single carriageway,80,0,1,1,0,2,2,High
18,Sunday,Fine,Rural road,30,1,0,1,0,3,0,Medium
12,Friday,Fine,One way street,50,0,0,0,0,1,1,Low
12,Friday,Fine,One way street,30,0,0,0,0,1,0,Low
3,Thursday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
0,Saturday,Cloudy,Single carriageway,40,0,1,1,1,2,0,Medium
16,Wednesday,Fine,Roundabout,40,0,0,0,0,2,0,Low
7,Tuesday,Rainy,Rural road,60,0,0,0,2,3,1,High
1,Tuesday,Rainy,Rural road,40,0,1,0,2,3,0,High
7,Saturday,Rainy,Roundabout,40,0,0,1,2,2,0,Medium
6,Monday,Cloudy,Rural road,80,0,0,0,1,3,2,High
1,Saturday,Fine,Rural road,30,0,1,1,0,3,0,Medium
21,Monday,Fine,One way street,30,0,0,0,0,1,0,Low
21,Monday,Fine,Rural road,40,0,0,0,0,3,0,Low
2,Saturday,Fine,Single carriageway,30,0,1,1,0,2,0,Medium
17,Tuesday,Cloudy,One way street,50,1,0,0,1,1,1,Medium
11,Wednesday,Foggy,Single carriageway,40,0,0,0,2,2,0,Medium
0,Tuesday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
21,Sunday,Fine,Roundabout,60,0,0,1,0,2,1,Low
11,Tuesday,Fine,Rural road,50,0,0,0,0,3,1,Medium
4,Tuesday,Fine,Rural road,40,0,1,0,0,3,0,Medium
16,Saturday,Fine,Rural road,40,0,0,1,0,3,0,Low
15,Saturday,Fine,Rural road,30,0,0,1,0,3,0,Low
14,Sunday,Cloudy,One way street,40,0,0,1,1,1,0,Low
22,Sunday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
14,Saturday,Rainy,Single carriageway,40,0,0,1,2,2,0,Medium
4,Tuesday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
20,Wednesday,Cloudy,Dual carriageway,60,1,0,0,1,1,1,Medium
13,Monday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
1,Friday,Rainy,One way street,60,0,1,0,2,1,1,High
10,Monday,Cloudy,Dual carriageway,30,1,0,0,1,1,0,Low
